,ID_LAT_LON_YEAR_WEEK,emission
0,ID_-0.510_29.290_2022_00,3.679602140999998
1,ID_-0.510_29.290_2022_01,4.251551949
2,ID_-0.510_29.290_2022_02,4.296365106999999
3,ID_-0.510_29.290_2022_03,4.354032642
4,ID_-0.510_29.290_2022_04,4.094085738
5,ID_-0.510_29.290_2022_05,4.339177599999998
6,ID_-0.510_29.290_2022_06,4.345724082000001
7,ID_-0.510_29.290_2022_07,4.0904865940000015
8,ID_-0.510_29.290_2022_08,3.7764269680000013
9,ID_-0.510_29.290_2022_09,4.276571787000001
10,ID_-0.510_29.290_2022_10,4.351417379
11,ID_-0.510_29.290_2022_11,4.1937426590000015
12,ID_-0.510_29.290_2022_12,4.321268755999999
13,ID_-0.510_29.290_2022_13,4.099701075000003
14,ID_-0.510_29.290_2022_14,4.095725849999999
15,ID_-0.510_29.290_2022_15,4.392801571
16,ID_-0.510_29.290_2022_16,4.357097258
17,ID_-0.510_29.290_2022_17,4.263912876999999
18,ID_-0.510_29.290_2022_18,4.085396775999999
19,ID_-0.510_29.290_2022_19,4.1243970260000005
20,ID_-0.510_29.290_2022_20,4.073542598999998
21,ID_-0.510_29.290_2022_21,3.9698212010000002
22,ID_-0.510_29.290_2022_22,4.071503906
23,ID_-0.510_29.290_2022_23,4.2210154630000005
24,ID_-0.510_29.290_2022_24,4.056738038999999
25,ID_-0.510_29.290_2022_25,4.095257828
26,ID_-0.510_29.290_2022_26,4.324329294999998
27,ID_-0.510_29.290_2022_27,4.184311524
28,ID_-0.510_29.290_2022_28,4.0796049309999995
29,ID_-0.510_29.290_2022_29,4.270676682
30,ID_-0.510_29.290_2022_30,4.178992798999998
31,ID_-0.510_29.290_2022_31,4.349927213000001
32,ID_-0.510_29.290_2022_32,4.412416801000001
33,ID_-0.510_29.290_2022_33,4.412061312999999
34,ID_-0.510_29.290_2022_34,4.471430178999999
35,ID_-0.510_29.290_2022_35,4.554368015999998
36,ID_-0.510_29.290_2022_36,4.509976190999999
37,ID_-0.510_29.290_2022_37,4.554823651999999
38,ID_-0.510_29.290_2022_38,4.535964584000002
39,ID_-0.510_29.290_2022_39,4.609644062000002
40,ID_-0.510_29.290_2022_40,4.335074545000001
41,ID_-0.510_29.290_2022_41,4.520563558000001
42,ID_-0.510_29.290_2022_42,4.500443246000001
43,ID_-0.510_29.290_2022_43,4.589720519000002
44,ID_-0.510_29.290_2022_44,3.9706535069999997
45,ID_-0.510_29.290_2022_45,4.286555618000001
46,ID_-0.510_29.290_2022_46,4.4739380970000004
47,ID_-0.510_29.290_2022_47,4.374477987000001
48,ID_-0.510_29.290_2022_48,4.36252797
49,ID_-0.528_29.472_2022_00,3.682298320999998
50,ID_-0.528_29.472_2022_01,4.251117804
51,ID_-0.528_29.472_2022_02,4.3185087069999994
52,ID_-0.528_29.472_2022_03,4.372621500000001
53,ID_-0.528_29.472_2022_04,4.116305212000001
54,ID_-0.528_29.472_2022_05,4.267596492
55,ID_-0.528_29.472_2022_06,4.314462448
56,ID_-0.528_29.472_2022_07,4.398912464
57,ID_-0.528_29.472_2022_08,3.986452024
58,ID_-0.528_29.472_2022_09,4.300734177000001
59,ID_-0.528_29.472_2022_10,4.2464290369999995
60,ID_-0.528_29.472_2022_11,4.165498534
61,ID_-0.528_29.472_2022_12,4.129603362
62,ID_-0.528_29.472_2022_13,4.039420398000002
63,ID_-0.528_29.472_2022_14,4.135009115000001
64,ID_-0.528_29.472_2022_15,4.215479276000002
65,ID_-0.528_29.472_2022_16,4.085105365
66,ID_-0.528_29.472_2022_17,3.9652513309999984
67,ID_-0.528_29.472_2022_18,4.025053457000001
68,ID_-0.528_29.472_2022_19,4.178242923000002
69,ID_-0.528_29.472_2022_20,4.162239291999999
70,ID_-0.528_29.472_2022_21,4.061344865999998
71,ID_-0.528_29.472_2022_22,4.0509984900000005
72,ID_-0.528_29.472_2022_23,3.9820460619999993
73,ID_-0.528_29.472_2022_24,4.0118656800000005
74,ID_-0.528_29.472_2022_25,4.0974450220000005
75,ID_-0.528_29.472_2022_26,4.0815911929999995
76,ID_-0.528_29.472_2022_27,3.9352492019999996
77,ID_-0.528_29.472_2022_28,3.9362127119999983
78,ID_-0.528_29.472_2022_29,4.202352798000001
79,ID_-0.528_29.472_2022_30,4.151992113999999
80,ID_-0.528_29.472_2022_31,4.283246940000001
81,ID_-0.528_29.472_2022_32,4.146625416999997
82,ID_-0.528_29.472_2022_33,4.375546564999999
83,ID_-0.528_29.472_2022_34,4.426948605999999
84,ID_-0.528_29.472_2022_35,4.509827126999998
85,ID_-0.528_29.472_2022_36,4.5176347739999985
86,ID_-0.528_29.472_2022_37,4.320868864
87,ID_-0.528_29.472_2022_38,4.536001429000001
88,ID_-0.528_29.472_2022_39,4.528183668
89,ID_-0.528_29.472_2022_40,4.295675586000001
90,ID_-0.528_29.472_2022_41,3.960073891
91,ID_-0.528_29.472_2022_42,4.132698402
92,ID_-0.528_29.472_2022_43,4.393879566999999
93,ID_-0.528_29.472_2022_44,4.156679705000002
94,ID_-0.528_29.472_2022_45,4.328361327999999
95,ID_-0.528_29.472_2022_46,4.431601321000001
96,ID_-0.528_29.472_2022_47,4.370148512999999
97,ID_-0.528_29.472_2022_48,4.394935125
98,ID_-0.547_29.653_2022_00,0.5269466109000003
99,ID_-0.547_29.653_2022_01,0.5365666332
100,ID_-0.547_29.653_2022_02,0.5452178616000001
101,ID_-0.547_29.653_2022_03,0.5544574910999999
102,ID_-0.547_29.653_2022_04,0.5514301182000001
103,ID_-0.547_29.653_2022_05,0.5433347244000004
104,ID_-0.547_29.653_2022_06,0.5615180648999999
105,ID_-0.547_29.653_2022_07,0.5600808904
106,ID_-0.547_29.653_2022_08,0.5434433038999995
107,ID_-0.547_29.653_2022_09,0.5482371700999996
108,ID_-0.547_29.653_2022_10,0.5571422565
109,ID_-0.547_29.653_2022_11,0.5573163498999998
110,ID_-0.547_29.653_2022_12,0.5539826422999998
111,ID_-0.547_29.653_2022_13,0.5546847787999999
112,ID_-0.547_29.653_2022_14,0.5611824460999999
113,ID_-0.547_29.653_2022_15,0.5709786068
114,ID_-0.547_29.653_2022_16,0.5746185002999998
115,ID_-0.547_29.653_2022_17,0.5566905839999997
116,ID_-0.547_29.653_2022_18,0.5638671982000001
117,ID_-0.547_29.653_2022_19,0.5832644658999999
118,ID_-0.547_29.653_2022_20,0.5787822920000002
119,ID_-0.547_29.653_2022_21,0.5876191190000001
120,ID_-0.547_29.653_2022_22,0.5687112048
121,ID_-0.547_29.653_2022_23,0.6150885771000003
122,ID_-0.547_29.653_2022_24,0.6265915669000001
123,ID_-0.547_29.653_2022_25,0.6294013605000004
124,ID_-0.547_29.653_2022_26,0.6279844508000001
125,ID_-0.547_29.653_2022_27,0.6335557891
126,ID_-0.547_29.653_2022_28,0.6302597305000002
127,ID_-0.547_29.653_2022_29,0.6321831092000003
128,ID_-0.547_29.653_2022_30,0.6352840946
129,ID_-0.547_29.653_2022_31,0.6494721326
130,ID_-0.547_29.653_2022_32,0.6394592313000002
131,ID_-0.547_29.653_2022_33,0.6473371681000002
132,ID_-0.547_29.653_2022_34,0.6616870082999998
133,ID_-0.547_29.653_2022_35,0.6490482513999999
134,ID_-0.547_29.653_2022_36,0.6595364438
135,ID_-0.547_29.653_2022_37,0.6637973149999997
136,ID_-0.547_29.653_2022_38,0.6579527329999998
137,ID_-0.547_29.653_2022_39,0.6571356759000001
138,ID_-0.547_29.653_2022_40,0.6570766804
139,ID_-0.547_29.653_2022_41,0.6289594808000002
140,ID_-0.547_29.653_2022_42,0.6304012264000005
141,ID_-0.547_29.653_2022_43,0.6327240194000001
142,ID_-0.547_29.653_2022_44,0.6215821656000005
143,ID_-0.547_29.653_2022_45,0.6217676046000004
144,ID_-0.547_29.653_2022_46,0.6242633336000004
145,ID_-0.547_29.653_2022_47,0.6218556843000003
146,ID_-0.547_29.653_2022_48,0.6217068414000001
147,ID_-0.569_30.031_2022_00,104.42906816999994
148,ID_-0.569_30.031_2022_01,103.22871210999996
149,ID_-0.569_30.031_2022_02,107.53540074000003
150,ID_-0.569_30.031_2022_03,109.08647915000003
151,ID_-0.569_30.031_2022_04,110.66761104000005
152,ID_-0.569_30.031_2022_05,110.95946267
153,ID_-0.569_30.031_2022_06,110.47902550999999
154,ID_-0.569_30.031_2022_07,110.76847783999997
155,ID_-0.569_30.031_2022_08,111.76207797000005
156,ID_-0.569_30.031_2022_09,110.63114250000002
157,ID_-0.569_30.031_2022_10,108.58245256999999
158,ID_-0.569_30.031_2022_11,109.54722208000004
159,ID_-0.569_30.031_2022_12,111.35984919000002
160,ID_-0.569_30.031_2022_13,108.99107497999995
161,ID_-0.569_30.031_2022_14,112.44661402999996
162,ID_-0.569_30.031_2022_15,117.40293239999995
163,ID_-0.569_30.031_2022_16,117.43196033000002
164,ID_-0.569_30.031_2022_17,114.95926983999996
